,year,name,christian,islam,buddhist,nonrelig,judaism,other,pop
0,1980,AAB,53150,600,0,0,0,9250,63000
1,1985,AAB,52750,0,0,0,0,11250,64000
2,1990,AAB,47650,300,0,1946,0,9459,59355
3,1995,AAB,52032,287,0,2831,0,6459,61609
4,2000,AAB,56415,274,0,3716,0,3458,63863
5,2005,AAB,67920,137,0,4421,0,10522,83000
6,2010,AAB,79425,0,0,5127,0,2348,86900
7,1945,AFG,210,8391998,1926,347,642,53877,8449000
8,1950,AFG,550,8910175,2195,0,549,44531,8958000
9,1955,AFG,2418,9658503,2501,0,469,70109,9734000
10,1960,AFG,4285,10537389,2807,1187,389,228943,10775000
11,1965,AFG,6153,11825320,3113,1506,308,234600,12071000
12,1970,AFG,8020,13477012,3419,1825,228,132496,13623000
13,1975,AFG,7765,14021540,3607,922680,204,422204,15378000
14,1980,AFG,7510,16771500,2700,115787,179,402324,17300000
15,1985,AFG,7255,15070645,2700,88000,155,350245,15519000
16,1990,AFG,7000,15295070,4169,102000,130,345631,15754000
17,1995,AFG,6609,19026255,4357,104000,66,519713,19661000
18,2000,AFG,6219,22162133,4544,125000,0,422104,22720000
19,2005,AFG,24955,25497000,4012,135000,0,339033,26000000
20,2010,AFG,7287,26880000,2500,55000,0,55213,27000000
21,1945,ALB,375404,744990,0,301,589,716,1122000
22,1950,ALB,410000,799500,0,4997,501,2,1215000
23,1955,ALB,434972,857998,0,82740,426,2864,1379000
24,1960,ALB,452338,916497,0,241650,351,164,1611000
25,1965,ALB,499003,974995,0,392700,275,3027,1870000
26,1970,ALB,589599,1033493,0,512640,200,68,2136000
27,1975,ALB,701151,1091992,0,607600,255,2,2401000
28,1980,ALB,814313,1150490,0,702720,310,2167,2670000
29,1985,ALB,881265,1271510,0,797760,307,6158,2957000
30,1990,ALB,976398,1367520,0,892800,305,18977,3256000
31,1995,ALB,1049187,1948860,0,604338,302,6313,3609000
32,2000,ALB,715990,2051467,0,340000,300,5243,3113000
33,2005,ALB,837479,1931812,0,345200,299,27210,3142000
34,2010,ALB,685221,2013180,0,481586,0,15538,3195525
35,1965,ALG,484138,10770700,0,0,25000,643162,11923000
36,1970,ALG,108745,13611705,0,0,500,25050,13746000
37,1975,ALG,93527,15861508,0,3500,275,59190,16018000
38,1980,ALG,78312,18479340,0,7000,50,101298,18666000
39,1985,ALG,62710,21631500,0,0,0,155790,21850000
40,1990,ALG,128400,24146000,0,720000,600,27000,25022000
41,1995,ALG,9000,27208500,0,0,0,842500,28060000
42,2000,ALG,4455,30865165,0,188826,566,411988,31471000
43,2005,ALG,263248,32576940,0,0,526,65286,32906000
44,2010,ALG,285330,35309660,0,0,0,71334,35666324
45,1995,AND,62680,448,0,4298,257,317,68000
46,2000,AND,72946,500,0,4488,0,66,78000
47,2005,AND,74445,400,0,4100,0,55,79000
48,2010,AND,77546,769,0,6807,0,378,85500
49,1975,ANG,5287242,24418,655,20000,0,790685,6123000
50,1980,ANG,6252750,46836,728,30000,0,688686,7019000
51,1985,ANG,7285380,69254,809,45000,0,602557,8003000
52,1990,ANG,9307500,91671,900,60000,0,559929,10020000
53,1995,ANG,9875230,114089,1000,86599,0,739082,10816000
54,2000,ANG,10839535,130000,1101,250000,0,1657364,12878000
55,2005,ANG,15029280,175000,1200,267000,0,1145520,16618000
56,2010,ANG,17034849,198750,1634,342000,0,1536943,19114176
57,1945,ARG,15150266,0,0,0,249660,74,15400000
58,1950,ARG,16191000,18764,0,239949,249000,451287,17150000
59,1955,ARG,18155042,0,0,0,0,1805958,19961000
60,1960,ARG,19623840,0,0,0,400000,592160,20616000
61,1965,ARG,21420596,2500,5000,55000,437500,362404,22283000
62,1970,ARG,23217353,5000,10000,110000,475000,145647,23963000
63,1975,ARG,25007040,7500,5000,120000,520980,388480,26049000
64,1980,ARG,26417319,19000,3666,96666,557460,999889,28094000
65,1985,ARG,28044812,0,0,250000,603106,1407082,30305000
66,1990,ARG,29470753,0,0,750000,620873,1685374,32527000
67,1995,ARG,31986560,0,0,870000,695360,1216080,34768000
68,2000,ARG,33280506,555480,5985,1451847,296256,1441926,37032000
69,2005,ARG,32627326,600000,6912,4631040,425000,301722,38592000
70,2010,ARG,34400709,611000,7236,4847999,275000,258048,40399992
71,1995,ARM,3288527,8316,210,459000,706,2241,3759000
72,2000,ARM,3416610,750,0,60000,821,41819,3520000
73,2005,ARM,3054651,850,0,110000,599,51900,3218000
74,2010,ARM,3086654,1000,0,112300,565,45262,3245781
75,1945,AUL,7079273,16499,9543,213616,25298,47771,7392000
76,1950,AUL,7804437,17994,9978,280376,35006,31209,8179000
77,1955,AUL,8723353,19624,10432,368000,48439,30152,9200000
78,1960,AUL,9747250,21254,10886,411000,52762,31848,10275000
79,1965,AUL,10696019,22884,11340,569400,57086,31271,11388000
80,1970,AUL,11624696,24514,11794,747865,61409,36722,12507000
81,1975,AUL,12364770,27257,11897,1302332,138930,47814,13893000
82,1980,AUL,12732700,30000,12000,1756800,75400,88100,14695000
83,1985,AUL,13256330,95000,76000,2120900,79200,160570,15788000
84,1990,AUL,14059050,160000,140000,2385000,83000,237950,17065000
85,1995,AUL,14418100,244308,250361,2822174,88526,248531,18072000
86,2000,AUL,14578660,308616,360723,3159348,93000,385653,18886000
87,2005,AUL,14609098,346715,428295,4486900,96167,427825,20395000
88,2010,AUL,13150670,476290,528977,6636435,97335,510293,21400000
89,1955,AUS,6644938,0,0,265011,10918,26133,6947000
90,1960,AUS,6733738,0,0,266009,10613,37640,7048000
91,1965,AUS,6907450,0,0,290840,10307,62403,7271000
92,1970,AUS,7128757,17995,1001,305031,10001,4215,7467000
93,1975,AUS,7167587,29497,1010,356035,9500,15371,7579000
94,1980,AUS,6821354,76939,0,452039,7123,197883,7555338
95,1985,AUS,7027742,92185,1260,443000,9000,4813,7578000
96,1990,AUS,6433500,157415,0,666491,7205,464389,7729000
97,1995,AUS,6996880,242116,5717,700000,8687,93600,8047000
98,2000,AUS,6445987,346502,0,984616,8320,425575,8211000
99,2005,AUS,6285258,372536,0,1139199,8309,427698,8233000
100,2010,AUS,6124531,398571,0,1293783,8298,564588,8389771
101,1995,AZE,291437,6738299,0,430898,22951,3415,7487000
102,2000,AZE,236459,6960600,0,455000,12500,69441,7734000
103,2005,AZE,228500,8056320,0,75000,10000,22180,8392000
104,2010,AZE,218200,8595234,0,175000,8000,51181,9047615
105,1970,BAH,6590,206000,0,0,0,5410,218000
106,1975,BAH,10000,252000,0,0,0,0,262000
107,1980,BAH,13410,305309,0,0,170,15111,334000
108,1985,BAH,0,367000,0,0,0,58000,425000
109,1990,BAH,26450,434354,120,700,250,41126,503000
110,1995,BAH,30392,546500,0,0,0,1108,578000
111,2000,BAH,54220,559513,0,0,0,3267,617000
112,2005,BAH,87600,782844,0,0,0,18380,888824
113,2010,BAH,120985,1106174,0,0,0,7412,1234571
114,1970,BAR,165690,400,0,40814,30,32066,239000
115,1975,BAR,167765,410,0,26912,15,43898,239000
116,1980,BAR,167840,420,0,13010,30,67700,249000
117,1985,BAR,176790,0,0,15000,0,61210,253000
118,1990,BAR,177173,1079,100,14100,30,64518,257000
119,1995,BAR,183005,1885,104,58698,31,20277,264000
120,2000,BAR,188838,1782,108,55566,32,23674,270000
121,2005,BAR,187296,2041,114,57375,31,26143,273000
122,2010,BAR,185756,2300,120,59184,30,41315,288705
123,1945,BEL,8149719,0,0,44599,19809,129873,8344000
124,1950,BEL,8488651,0,0,125265,25053,31,8639000
125,1955,BEL,8601056,0,0,238547,28369,28,8868000
126,1960,BEL,8819423,0,0,301830,31684,63,9153000
127,1965,BEL,9011675,0,0,417112,35000,213,9464000
128,1970,BEL,8943266,90284,4017,578394,33120,6919,9656000
129,1975,BEL,8872452,100142,4088,588157,32813,197348,9795000
130,1980,BEL,8801639,110000,4160,597920,32507,300774,9847000
131,1985,BEL,8648544,200000,12080,927388,32200,37788,9858000
132,1990,BEL,8495449,315000,20000,1076855,32100,27596,9967000
133,1995,BEL,8222233,403904,21939,1406323,32000,50601,10137000
134,2000,BEL,7909604,350000,20000,1524150,40000,317246,10161000
135,2005,BEL,8139550,400000,10000,1816500,50000,56950,10473000
136,2010,BEL,7526165,543818,32629,2088267,30000,655516,10876395
137,1960,BEN,338401,279000,0,113,0,1619486,2237000
138,1965,BEN,316746,270000,0,255,0,1574999,2162000
139,1970,BEN,491007,380520,0,573,0,1845900,2718000
140,1975,BEN,653652,368860,0,1286,0,2088202,3112000
141,1980,BEN,816300,357200,0,2000,0,2286500,3462000
142,1985,BEN,1014750,487080,0,4200,0,2552970,4059000
143,1990,BEN,1306920,870000,0,7200,0,2554880,4739000
144,1995,BEN,1837275,1190640,0,11108,0,2372977,5412000
145,2000,BEN,2635093,1505807,0,125000,0,1831100,6097000
146,2005,BEN,3161071,1692233,0,283500,0,2258196,7395000
147,2010,BEN,3514394,2325715,0,293352,0,2652535,8785996
148,1960,BFO,139000,948290,0,184,0,3035526,4123000
149,1965,BFO,182639,1369800,0,283,0,3013278,4566000
150,1970,BFO,455200,1636866,0,435,0,2963499,5056000
151,1975,BFO,574300,2000620,0,667,0,3023413,5599000
152,1980,BFO,934700,2959270,0,900,0,3014130,6909000
153,1985,BFO,1300000,3691592,0,25450,0,2868958,7886000
154,1990,BFO,1340000,4376500,0,50000,0,3234500,9001000
155,1995,BFO,1601000,5100000,0,54945,0,3444055,10200000
156,2000,BFO,2561541,6804090,0,55000,0,2516369,11937000
157,2005,BFO,2891500,7425160,0,61500,0,2423840,12802000
158,2010,BFO,4574351,9023117,0,78188,0,1908312,15583968
159,1975,BHM,164603,0,0,6421,768,17208,189000
160,1980,BHM,174180,0,0,6940,620,28260,210000
161,1985,BHM,185700,0,0,7500,500,38300,232000
162,1990,BHM,209670,0,0,5225,400,39705,255000
163,1995,BHM,253645,0,0,0,0,30355,284000
164,2000,BHM,297045,0,0,8917,300,1238,307500
165,2005,BHM,313950,0,0,9425,317,1308,325000
166,2010,BHM,302657,0,0,9086,305,1264,313312
167,1975,BHU,999,34770,842070,0,0,281161,1159000
168,1980,BHU,1530,34950,850450,20,0,278050,1165000
169,1985,BHU,8365,43530,1049230,40,0,349835,1451000
170,1990,BHU,15200,17000,1213370,60,0,399370,1645000
171,1995,BHU,16414,10889,1378300,100,0,364297,1770000
172,2000,BHU,17600,21240,1764913,200,0,320047,2124000
173,2005,BHU,9530,6720,551176,1770,0,102804,672000
174,2010,BHU,8454,6947,583740,196,0,95417,694754
175,1995,BLR,7159892,15000,1329,2950000,29500,125279,10281000
176,2000,BLR,5989515,16000,664,4200000,27350,2471,10236000
177,2005,BLR,4892500,17000,0,4822500,25200,17800,9775000
178,2010,BLR,5394257,19000,0,3900595,12000,164648,9490500
179,1980,BLZ,132300,0,0,2200,1890,13610,150000
180,1985,BLZ,144500,0,0,2000,0,19500,166000
181,1990,BLZ,163920,1000,600,4800,2100,16580,189000
182,1995,BLZ,186321,1194,721,5998,1300,20466,216000
183,2000,BLZ,192222,243,0,21795,0,26740,241000
184,2005,BLZ,208096,410,378,34653,0,48463,292000
185,2010,BLZ,223972,577,757,47511,0,31289,304106
186,1975,BNG,78960,67432694,394805,157000,0,10897541,78961000
187,1980,BNG,88677,77149860,530000,176320,0,10733143,88678000
188,1985,BNG,99220,87036177,593015,197284,0,11508304,99434000
189,1990,BNG,109764,96922495,656030,218248,0,11858463,109765000
190,1995,BNG,96734,105238920,650902,159504,0,12082940,118229000
191,2000,BNG,83705,115722880,645775,100761,0,12601879,129155000
192,2005,BNG,189142,123921312,764759,108671,88,13616028,138600000
193,2010,BNG,294580,132119746,883744,116581,177,13875860,147290688
194,1945,BOL,2558000,0,0,0,0,292000,2850000
195,1950,BOL,2604980,0,0,0,0,109020,2714000
196,1955,BOL,3093159,0,0,0,0,6841,3100000
197,1960,BOL,3166695,0,0,0,0,184305,3351000
198,1965,BOL,3541860,0,0,0,0,206140,3748000
199,1970,BOL,4001400,250,1998,27483,998,179871,4212000
200,1975,BOL,4672010,0,0,51000,0,35990,4759000
201,1980,BOL,5292850,650,4000,12000,1800,43700,5355000
202,1985,BOL,5728400,0,2800,35000,600,128200,5895000
203,1990,BOL,6272300,1100,4500,40000,2600,252500,6573000
204,1995,BOL,7300880,0,0,45000,0,68120,7414000
205,2000,BOL,7842641,1666,5329,208225,350,270789,8329000
206,2005,BOL,9033088,1836,6827,282810,350,102089,9427000
207,2010,BOL,9720100,1031,3836,412492,350,174506,10312315
208,1995,BOS,2286840,1810051,0,222174,423,164512,4484000
209,2000,BOS,1986000,1588800,0,302000,1037,94163,3972000
210,2005,BOS,1987185,1654753,0,200000,1028,34,3843000
211,2010,BOS,1988372,1720707,0,112000,1019,1697,3823795
212,1970,BOT,219000,173,0,0,86,377741,597000
213,1975,BOT,327399,216,0,350,108,383927,712000
214,1980,BOT,415700,260,0,700,130,477210,894000
215,1985,BOT,544000,1280,0,1050,190,541480,1088000
216,1990,BOT,704700,2300,0,1400,250,591350,1300000
217,1995,BOT,835638,3372,0,2025,293,614672,1456000
218,2000,BOT,874624,40549,905,15200,337,690385,1622000
219,2005,BOT,1138738,42500,934,34200,348,491280,1708000
220,2010,BOT,1250799,49529,1009,45000,0,461178,1807515
221,1945,BRA,45845588,0,114536,137118,34978,82780,46215000
222,1950,BRA,49349737,0,76500,0,0,2517763,51944000
223,1955,BRA,55564014,1727,76286,274236,34978,4688759,60640000
224,1960,BRA,70935420,1800,125000,0,42500,1489280,72594000
225,1965,BRA,80576608,2500,140000,0,41666,3531226,84292000
226,1970,BRA,94526013,45000,156500,390000,77500,651987,95847000
227,1975,BRA,106775993,62500,213250,625000,126750,228507,108032000
228,1980,BRA,117027504,80000,270000,860000,176000,149496,118563000
229,1985,BRA,129071456,0,0,0,0,2906544,131978000
230,1990,BRA,138033011,50000,236403,694623,86423,5623540,144724000
231,1995,BRA,151406004,68293,278083,995856,87862,2985902,155822000
232,2000,BRA,146447175,86586,319764,13439085,92000,9730390,170115000
233,2005,BRA,157380092,60876,281882,14826664,99500,10733986,183383000
234,2010,BRA,168313010,35167,244000,16214243,107000,5842380,190755800
235,1985,BRU,19712,132980,23980,1500,0,39828,218000
236,1990,BRU,25450,154330,24800,2600,0,45820,253000
237,1995,BRU,32854,177600,29600,3176,0,52770,296000
238,2000,BRU,32798,219760,42640,3752,0,29050,328000
239,2005,BRU,37997,254600,49400,4346,30,33627,380000
240,2010,BRU,12362,335000,28848,4880,30,30995,412115
241,1965,BUI,2342275,28000,0,11,0,839714,3210000
242,1970,BUI,2601642,30266,0,101,0,911991,3544000
243,1975,BUI,2852678,34833,0,876,0,856613,3745000
244,1980,BUI,3363420,39400,0,1651,0,713529,4118000
245,1985,BUI,4025690,47180,0,2425,0,642705,4718000
246,1990,BUI,4891200,105893,0,3200,0,457707,5458000
247,1995,BUI,5424155,59820,0,3613,0,494412,5982000
248,2000,BUI,5623798,234324,0,10500,0,826378,6695000
249,2005,BUI,6632591,224601,0,10350,0,689458,7557000
250,2010,BUI,7641386,214879,0,22000,0,716901,8595166
251,1945,BUL,5948011,935418,39,11545,43336,1651,6940000
252,1950,BUL,6063779,806000,0,370045,11022,154,7251000
253,1955,BUL,5989532,760435,0,739545,8511,977,7499000
254,1960,BUL,6011123,714870,0,1133046,6000,1961,7867000
255,1965,BUL,5853578,824435,0,1506546,6498,9943,8201000
256,1970,BUL,5997430,934000,0,1535046,6996,16528,8490000
257,1975,BUL,6304622,1043030,0,1329123,6998,37227,8721000
258,1980,BUL,6719485,1152060,0,970200,7000,13255,8862000
259,1985,BUL,6521083,1131177,0,1188601,5600,113539,8960000
260,1990,BUL,6884000,1110295,0,907003,4200,85502,8991000
261,1995,BUL,6629941,1092780,0,625404,4053,53822,8406000
262,2000,BUL,6876100,999156,0,325000,3907,20837,8225000
263,2005,BUL,6403059,985578,0,340837,2953,7573,7740000
264,2010,BUL,6206119,972000,0,356674,2000,6764,7543557
265,1955,CAM,113664,149316,4162400,165517,0,249103,4840000
266,1960,CAM,112440,155909,4723710,170157,0,270784,5433000
267,1965,CAM,71304,162793,5400075,174928,0,331900,6141000
268,1970,CAM,69380,169981,6100420,179833,0,418386,6938000
269,1975,CAM,75585,177486,6104280,184875,0,555774,7098000
270,1980,CAM,81790,184991,5548280,189917,0,493022,6498000
271,1985,CAM,87995,192495,6285550,194958,0,661002,7422000
272,1990,CAM,94200,200000,7253800,200000,0,820000,8568000
273,1995,CAM,113049,208888,8360600,240134,0,913329,9836000
274,2000,CAM,74823,240111,10783820,45000,0,24246,11168000
275,2005,CAM,66012,266914,12792905,52497,0,482672,13661000
276,2010,CAM,57199,293716,14801990,59995,0,95256,15308156
277,1945,CAN,10531961,0,115066,0,176690,682938,11506655
278,1950,CAN,12225479,2006,112006,128304,179954,1089251,13737000
279,1955,CAN,13969532,1003,446608,64152,217160,1037545,15736000
280,1960,CAN,16170219,0,781211,0,254366,703204,17909000
281,1965,CAN,17316559,0,790000,500000,286649,784792,19678000
282,1970,CAN,17889480,41103,15696,713821,287509,2349391,21297000
283,1975,CAN,20097739,43385,16527,2444940,303695,235714,23142000
284,1980,CAN,21554382,175619,20847,1959478,308594,497080,24516000
285,1985,CAN,23296160,212810,0,2011269,313572,9190,25843000
286,1990,CAN,24346000,250000,500000,1545500,350000,709500,27701000
287,1995,CAN,24958842,125000,250000,2772795,361880,885483,29354000
288,2000,CAN,25571687,280323,360000,4000090,373762,561138,31147000
289,2005,CAN,26057640,646000,605000,4100000,341229,550131,32300000
290,2010,CAN,26431104,670000,670000,5670000,340304,718592,34500000
291,1960,CAO,1796004,600000,0,3561,0,2896435,5296000
292,1965,CAO,2010728,782150,0,4544,0,3083578,5881000
293,1970,CAO,2545924,1280652,0,5799,0,2779625,6612000
294,1975,CAO,3270910,1575656,9,7399,0,2672026,7526000
295,1980,CAO,3935900,1870660,17,9000,0,2687423,8503000
296,1985,CAO,5077980,2236520,30,20000,0,2831470,10166000
297,1990,CAO,6038000,2435000,55,31000,0,2979945,11484000
298,1995,CAO,7036810,2920940,100,66562,0,3252588,13277000
299,2000,CAO,7566370,2896320,181,75000,0,4547129,15085000
300,2005,CAO,8938935,3499500,326,131890,0,5252349,17823000
301,2010,CAO,9868484,4265362,359,145090,0,5650669,19929964
302,1975,CAP,292500,0,0,2000,0,2500,297000
303,1980,CAP,289800,0,0,2200,0,4000,296000
304,1985,CAP,325900,0,0,2400,0,4700,333000
305,1990,CAP,327320,7600,0,2600,0,3480,341000
306,1995,CAP,368620,9828,0,2900,52,4600,386000
307,2000,CAP,406199,11856,0,3454,55,6436,428000
308,2005,CAP,438406,11400,0,8380,0,1814,460000
309,2010,CAP,450220,15200,0,8500,0,1080,475000
310,1960,CDI,412660,825352,0,79,0,2560909,3799000
311,1965,CDI,783080,1041210,0,402,0,2702308,4527000
312,1970,CDI,1372707,1267452,0,2035,0,2872806,5515000
313,1975,CDI,1940779,1553650,1232,10276,0,3249063,6755000
314,1980,CDI,2508854,1966560,2464,18518,0,3697604,8194000
315,1985,CDI,3076927,2681910,3697,26759,0,4143707,9933000
316,1990,CDI,3444889,4530943,4929,143000,0,3593239,11717000
317,1995,CDI,4293224,5399999,6161,144000,0,4386616,14230000
318,2000,CDI,4152993,5719537,7393,120000,0,4786077,14786000
319,2005,CDI,6091165,7337488,9049,135000,0,5177298,18750000
320,2010,CDI,8029336,8029337,10706,124000,0,5218189,21411568
321,1960,CEN,569890,51880,0,747,0,674483,1297000
322,1965,CEN,648920,50000,0,1495,0,731585,1432000
323,1970,CEN,909406,87890,0,2242,0,870462,1870000
324,1975,CEN,1116773,128140,0,0,0,801087,2046000
325,1980,CEN,1395400,168390,0,12621,0,732589,2309000
326,1985,CEN,1677360,208640,0,17811,0,704189,2608000
327,1990,CEN,1853000,455000,0,23000,0,598000,2929000
328,1995,CEN,2159140,490950,0,24067,0,598843,3273000
329,2000,CEN,1662483,565474,0,45000,0,1342043,3615000
330,2005,CEN,2017690,615150,0,52000,0,1416160,4101000
331,2010,CEN,2215305,675397,0,56000,0,1555952,4502654
332,1960,CHA,380779,1750000,0,587,0,932634,3064000
333,1965,CHA,538626,1800000,0,765,0,970609,3310000
334,1970,CHA,830160,1808053,0,997,0,1000790,3640000
335,1975,CHA,1115168,1888026,153,1298,0,1025355,4030000
336,1980,CHA,1476000,1968000,306,1600,0,1031094,4477000
337,1985,CHA,1656600,2208800,459,2800,0,1151341,5020000
338,1990,CHA,1808050,2672890,612,4000,0,1201448,5687000
339,1995,CHA,1955305,3167500,765,5818,0,1205612,6335000
340,2000,CHA,2274495,4124505,918,12400,0,1238682,7651000
341,2005,CHA,3306270,5530260,1543,19800,0,1161127,10019000
342,2010,CHA,3909470,6347232,1771,28900,0,1211710,11499083
343,1945,CHL,5094592,0,0,0,4000,441408,5540000
344,1950,CHL,5554000,0,0,0,0,537000,6091000
345,1955,CHL,6362928,0,0,0,5748,374324,6743000
346,1960,CHL,7478800,0,0,0,0,135200,7614000
347,1965,CHL,8040827,0,0,0,0,538173,8579000
348,1970,CHL,8929331,2000,500,321200,15000,235969,9504000
349,1975,CHL,9651000,2500,700,350000,17000,328800,10350000
350,1980,CHL,10471712,2360,590,426930,10000,233408,11145000
351,1985,CHL,11354910,0,0,0,5666,761424,12122000
352,1990,CHL,12353325,2000,750,437500,9600,296825,13100000
353,1995,CHL,13585000,0,0,0,0,625000,14210000
354,2000,CHL,14197856,1603,1812,455796,11127,542806,15211000
355,2005,CHL,14273550,4000,2100,1350161,20900,616289,16267000
356,2010,CHL,15587652,4500,2700,1024644,20664,437256,17077416
357,1945,CHN,381003,27429300,48152000,29429300,936,443193461,548586000
358,1950,CHN,1111226,10408381,51927524,62235904,932,446205057,571889024
359,1955,CHN,3705196,10865400,52714081,140071150,928,401648245,609005000
360,1960,CHN,3979000,11322420,53500638,249846947,923,338842040,657491968
361,1965,CHN,3955200,11779439,54287195,269303578,919,389864645,729190976
362,1970,CHN,868689,12236458,55073752,355264128,914,407231067,830675008
363,1975,CHN,13416266,13497406,76276919,428850560,1188,395765661,927808000
364,1980,CHN,25963843,14758355,97480085,434404805,1461,426268443,998876992
365,1985,CHN,38511421,16019303,118683252,435087488,1735,461871777,1070174976
366,1990,CHN,51058998,17280251,139886419,444546380,2008,502530904,1155304960
367,1995,CHN,63606575,18541200,161089585,440100800,2282,536883558,1220224000
368,2000,CHN,71553248,20000000,102204641,485472046,2500,598325581,1277558016
369,2005,CHN,75625755,32592998,164268711,423708979,2500,607520993,1303719936
370,2010,CHN,78030424,33629356,169491958,437181638,2579,626838317,1345174272
371,1945,COL,9293000,0,0,0,0,977000,10270000
372,1950,COL,10487280,0,0,0,0,846720,11334000
373,1955,COL,12698715,0,0,0,12500,460785,13172000
374,1960,COL,15020452,0,0,0,8333,387215,15416000
375,1965,COL,17546120,0,0,0,0,449880,17996000
376,1970,COL,20203471,24016,481,68765,17313,212954,20527000
377,1975,COL,22761920,0,0,0,12000,728080,23502000
378,1980,COL,24946450,34000,600,98350,6850,805750,25892000
379,1985,COL,28286950,0,0,250000,7000,937050,29481000
380,1990,COL,30980000,20000,1300,375000,8750,914950,32300000
381,1995,COL,33756907,0,0,450000,6500,885593,35099000
382,2000,COL,39996945,32248,1124,563000,7500,1720183,42321000
383,2005,COL,41606496,25700,1500,643335,7500,604469,42889000
384,2010,COL,44910647,27740,1619,694425,8095,652474,46295000
385,1975,COM,211,309680,0,89,0,6020,316000
386,1980,COM,3245,375340,0,147,0,4268,383000
387,1985,COM,3750,439040,0,243,0,4967,448000
388,1990,COM,5000,512540,0,400,0,5060,523000
389,1995,COM,4193,601259,0,658,0,5890,612000
390,2000,COM,300,680512,0,1500,0,11688,694000
391,2005,COM,500,588339,0,1700,0,9461,600000
392,2010,COM,850,666746,0,1658,0,10707,679961
393,1960,CON,869440,3826,0,2023,0,112711,988000
394,1965,CON,980470,4500,0,3633,0,122397,1111000
395,1970,CON,1157682,5292,0,6523,0,93503,1263000
396,1975,CON,1308114,5926,25,11711,0,121224,1447000
397,1980,CON,1535010,6560,50,16900,0,110480,1669000
398,1985,CON,1730390,15780,75,28450,0,149305,1924000
399,1990,CON,1976040,25000,100,40000,0,190860,2232000
400,1995,CON,2243564,51860,113,64888,0,232575,2593000
401,2000,CON,2430640,42408,127,109000,0,360825,2943000
402,2005,CON,2865567,69920,142,214000,0,256371,3406000
403,2010,CON,3228666,77400,172,295000,0,403068,4004306
404,1945,COS,680000,0,0,0,0,20000,700000
405,1950,COS,773000,0,0,0,0,27000,800000
406,1955,COS,985500,0,0,0,0,42500,1028000
407,1960,COS,1198000,0,0,0,0,56000,1254000
408,1965,COS,1236000,0,0,0,0,36677,1272677
409,1970,COS,1651066,0,2000,9300,1500,63134,1727000
410,1975,COS,1927108,0,2200,11150,1740,25802,1968000
411,1980,COS,2205650,0,2400,13000,1980,21970,2245000
412,1985,COS,2498000,0,0,21100,2500,120400,2642000
413,1990,COS,2620600,0,2000,115520,3800,63080,2805000
414,1995,COS,3097950,0,2171,120000,4170,108709,3333000
415,2000,COS,3771380,0,2343,177647,4540,67090,4023000
416,2005,COS,4057108,0,1135,157000,2687,48070,4266000
417,2010,COS,3925741,0,1200,445000,3800,74259,4450000
418,1995,CRO,4188925,85130,0,341728,810,52407,4669000
419,2000,CRO,4154923,57231,0,200800,498,59548,4473000
420,2005,CRO,4098533,61127,0,225400,526,56414,4442000
421,2010,CRO,4042145,65023,0,250000,553,66440,4424161
422,1945,CUB,4573565,0,0,0,0,3944000,4930000
423,1950,CUB,5184852,0,0,0,0,4686400,5858000
424,1955,CUB,5704366,0,0,0,0,5140800,6426000
425,1960,CUB,6189000,0,0,0,0,5623200,7029000
426,1965,CUB,6225920,0,0,0,0,5920000,7400000
427,1970,CUB,6382300,0,5000,2100000,1800,5985700,8546000
428,1975,CUB,6504238,1000,5000,1935400,1800,5989200,8546000
429,1980,CUB,6921580,0,6000,2435400,2200,7058800,9724000
430,1985,CUB,7554920,0,0,2502000,0,7068600,10098000
431,1990,CUB,7680210,8000,6000,2577060,1000,6416200,10624000
432,1995,CUB,8524160,8160,6120,2267812,1020,6630636,10980000
433,2000,CUB,8100650,8500,0,1680150,500,7840700,11201000
434,2005,CUB,7520095,7200,0,1478532,1200,5654001,11243000
435,2010,CUB,7407107,8000,0,1478290,1500,5645580,11241161
436,1960,CYP,452000,105000,0,0,0,16000,573000
437,1965,CYP,474000,112000,0,0,0,5000,591000
438,1970,CYP,458383,113363,0,10848,30,21376,604000
439,1975,CYP,471111,114727,0,11874,60,12228,610000
440,1980,CYP,481510,116090,0,12900,90,410,611000
441,1985,CYP,494760,128000,0,15100,120,9020,647000
442,1990,CYP,505680,129390,0,17300,150,28480,681000
443,1995,CYP,519135,155523,0,24928,145,33269,733000
444,2000,CYP,559042,175000,0,40000,141,11817,786000
445,2005,CYP,576604,169999,0,33028,144,18225,798000
446,2010,CYP,606674,164999,0,26056,147,16082,813958
447,1945,CZE,10593255,0,0,3505500,50000,1245,14150000
448,1950,CZE,10171330,0,0,2130020,41250,46400,12389000
449,1955,CZE,10280735,0,0,2749530,32500,30235,13093000
450,1960,CZE,10446458,0,0,3140420,23750,43372,13654000
451,1965,CZE,10552773,0,0,3539750,15000,51477,14159000
452,1970,CZE,10866560,702,0,3440160,13375,13203,14334000
453,1975,CZE,11183600,0,0,3552480,11750,54170,14802000
454,1980,CZE,11550840,0,0,3674640,10125,75395,15311000
455,1985,CZE,11406000,0,0,4029740,8500,54760,15499000
456,1990,CZE,11078173,0,0,4541690,0,41137,15661000
457,1995,CZR,3076314,1050,10746,6818460,7210,417220,10331000
458,2000,CZR,3098330,3699,6826,6048221,3900,1083024,10244000
459,2005,CZR,2675520,2518,3413,7014110,5611,532828,10234000
460,2010,CZR,2252712,1338,0,7980000,7322,293739,10535111
